Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Johnny White,RB,North Carolina,70,209,4.5,32.5,,117,7.07,4.31,133,2
Markus White,DE,Florida State,75,266,4.86,32.5,14,117,7.25,4.51,224,2
Colby Whitlock,DT,Texas Tech,74,302,5.27,30.5,25,105,7.73,4.75,0,-1
Muhammad Wilkerson,DT,Temple,76,315,4.96,26,27,106,7.31,4.59,30,8
Deunta Williams,S,North Carolina,74,205,4.53,,,,,,0,-1
Marshall Williams,WR,Wake Forest,73,188,4.56,35.5,9,123,6.61,4.09,0,0
Nate Williams,S,Washington,72,211,4.68,30.5,17,114,6.98,4.15,0,-1
Aaron Williams,CB,Texas,72,204,4.55,37.5,18,127,6.72,4.07,34,6
D.J. Williams,TE,Arkansas,74,245,4.59,33.5,20,111,7.29,4.51,141,-1
Ian Williams,DT,Notre Dame,73,319,5.21,28.5,31,98,,4.78,0,6
Keith Williams,OG,Nebraska,76,318,5.28,24.5,23,93,8.42,5.03,196,1
Ryan Williams,RB,Virginia Tech,69,212,4.59,40,19,123,6.96,4.18,38,2
Zack Williams,C,Washington State,75,309,5.18,30,28,103,7.54,4.62,0,2
Lawrence Wilson,OLB,Connecticut,73,229,4.71,32.5,24,113,7.31,4.5,166,1
Martez Wilson,ILB,Illinois,76,250,4.42,36,23,124,7.04,4.28,72,3
Ryan Winterswyk,DE,Boise State,76,268,4.96,30,18,111,7.01,4.37,0,0
Stefen Wisniewski,C,Penn State,75,313,5.29,28.5,30,100,7.51,4.63,48,10
K.J. Wright,OLB,Mississippi State,75,246,4.71,32,20,120,7.26,4.46,99,-1
Shareece Wright,CB,USC,71,185,4.41,34.5,16,113,,,89,8
T.J. Yates,QB,North Carolina,75,219,5.06,29.5,,104,6.96,4.12,152,-1
Jimmy Young,WR,TCU,72,204,4.5,37,19,115,7.08,4.18,0,-1
Titus Young,WR,Boise State,71,174,4.43,,,123,,,44,2
Lee Ziemba,OT,Auburn,78,317,5.5,29,20,95,7.74,4.65,244,2
Emmanuel Acho,OLB,Texas,74,238,4.64,35.5,24,118,,,204,4
Joe Adams,WR,Arkansas,71,179,4.51,36,,123,7.09,,104,0
Mike Adams,OT,Ohio State,79,323,5.28,28.5,19,100,7.94,4.95,56,16
Chas Alecxih,DT,Pittsburgh,76,296,5.31,25.5,19,99,7.74,4.62,0,1
Frank Alexander,DE,Oklahoma,76,270,4.8,,,,,,103,3
Antonio Allen,S,South Carolina,73,210,4.58,34,17,118,7.02,4.25,242,5
Dwayne Allen,TE,Clemson,75,255,4.85,32,27,110,7.12,4.37,64,7
Jeff Allen,OT,Illinois,76,307,5.17,27.5,26,102,8.01,4.9,44,8
Justin Anderson,OT,Georgia,76,335,5.24,27,32,101,8.04,4.99,208,0
Bryan Anger,P,California,76,208,4.86,,,,,,70,11
Mark Asper,OG,Oregon,78,319,5.32,,23,,,,178,3
Ryan Baker,OLB,LSU,71,232,4.8,34,30,113,7.21,4.35,0,4
Edwin Baker,RB,Michigan State,68,204,4.44,35,20,111,7.27,4.31,250,1
Mike Ball,RB,Nevada,68,206,4.54,36,21,112,7.1,4.23,0,-1
Vick Ballard,RB,Mississippi State,70,219,4.59,33,23,115,7.03,4.19,170,4
Mark Barron,S,Alabama,73,213,4.54,,,,,,7,9
Kelvin Beachum,OG,SMU,75,303,5.38,28.5,19,101,7.79,4.8,248,11
Tim Benford,WR,Tennessee Tech,71,205,4.51,,15,,,,0,1
Travis Benjamin,WR,Miami (FL),70,172,4.31,38,14,119,,,100,9
Bill Bentley,CB,Colorado,70,182,4.42,31.5,13,114,6.99,4.5,85,-1
Jake Bequette,DE,Arkansas,77,274,4.75,34,,113,6.9,4.07,90,3
Tony Bergstrom,OT,Utah,77,313,5.19,29.5,32,101,7.95,4.84,95,9
Justin Bethel,S,Presbyterian,72,200,4.52,39.5,19,131,6.79,4.3,177,11
Justin Blackmon,WR,Oklahoma State,73,207,4.46,,14,,,,5,2
Philip Blake,C,Baylor,75,311,5.17,29.5,22,105,7.86,4.65,108,2
Robert Blanton,CB,Notre Dame,73,208,4.66,34,12,116,6.71,3.97,139,6
Jamie Blatnick,DE,Oklahoma State,75,263,4.81,32.5,28,112,7.22,4.2,0,1
Brandon Bolden,RB,Mississippi,71,222,4.55,38,21,119,6.96,4.44,0,10
Omar Bolden,CB,Arizona State,70,202,4.51,,24,,,,101,4
Brandon Boykin,CB,Georgia,69,182,4.44,,,,,,123,6
Jarrett Boykin,WR,Virginia Tech,74,217,4.62,36,11,123,7.12,4.28,0,3
Nigel Bradham,OLB,Florida State,74,241,4.56,37,24,121,7.18,4.37,105,9
Andre Branch,DE,Clemson,76,259,4.67,32.5,19,120,7.19,4.25,38,7
LaVon Brazill,WR,Ohio,71,192,4.43,32.5,11,,,,206,2
Mike Brewster,C,Ohio State,76,312,5.22,25,29,96,7.73,4.6,0,-1
Michael Brockers,DT,LSU,77,322,5.31,26.5,,105,7.46,4.81,14,11
Ron Brooks,CB,LSU,70,190,4.37,38,12,120,,,124,5
Charles Brown,CB,North Carolina,69,202,4.53,35.5,18,114,6.94,4.06,0,6
James Brown,OG,Troy,75,306,5.19,25.5,24,102,7.7,4.78,0,3
Zach Brown,OLB,North Carolina,73,244,4.44,33.5,,116,,,52,8
Ryan Broyles,WR,Oklahoma,70,192,4.57,,21,,,,54,3
Randy Bullock,K,Texas A&M,69,205,,,,,,,161,11
Vontaze Burfict,ILB,Arizona State,73,248,5,30,,104,,,0,-1
Miles Burris,OLB,San Diego State,74,246,4.67,37.5,31,121,,,129,3
Drew Butler,P,Georgia,73,203,5.04,,,,,,0,4
Tank Carder,ILB,TCU,74,236,4.58,34.5,19,121,6.89,4.18,147,6
Sean Cattouse,S,California,74,211,4.74,34,,114,6.99,4.15,0,1
Josh Chapman,DT,Alabama,73,316,5.02,,,,,,136,3
Orson Charles,TE,Georgia,74,251,4.73,,35,,,,116,3
Greg Childs,WR,Arkansas,75,219,4.52,36.5,19,125,,,134,1
Morris Claiborne,CB,LSU,71,188,4.5,34.5,,118,7.01,4.12,6,8
Danny Coale,WR,Virginia Tech,72,201,4.42,35,12,115,6.69,4.15,152,1
Audie Cole,ILB,North Carolina State,76,246,4.76,35,15,114,6.96,4.29,210,5
B.J. Coleman,QB,Tenn-Chattanooga,75,233,4.94,,,109,7.07,4.38,243,-1
Tom Compton,OT,South Dakota,77,314,5.01,30,20,108,7.59,4.6,193,10
Josh Cooper,WR,Oklahoma State,71,190,4.65,,11,,,,0,2
Quinton Coples,DE,North Carolina,78,284,4.69,31.5,25,109,7.57,4.78,16,4
Paul Cornick,OT,North Dakota State,77,310,5.3,,25,,,,0,1
Aaron Corp,QB,Richmond,75,215,4.61,31.5,,106,7.03,4.3,0,-1
Kirk Cousins,QB,Michigan State,75,214,4.84,28.5,,109,7.05,4.5,102,11
Fletcher Cox,DT,Mississippi State,76,298,4.77,26,30,103,7.07,4.53,12,11
Jack Crawford,DE,Penn State,77,274,4.74,33,,116,7.15,4.25,158,10
Tyrone Crawford,DE,Boise State,76,275,4.82,33,28,113,7.09,4.44,81,9
Lennon Creer,RB,Louisiana Tech,71,219,4.67,33.5,21,110,7.26,4.4,0,0
Jared Crick,DE,Nebraska,76,279,4.91,31,,104,7.47,4.4,126,6
Juron Criner,WR,Arizona,74,224,4.66,38,17,117,7.15,4.3,168,3
John Cullen,OT,Utah,76,297,5.28,27,23,102,7.58,4.59,0,-1
B.J. Cunningham,WR,Michigan State,73,211,4.52,31.5,12,116,7.1,,183,-1
Vinny Curry,DE,Marshall,75,266,4.87,32,,110,6.9,4.4,59,11
Mike Daniels,DT,Iowa,72,291,4.84,,,,,,132,10
Andrew Datko,OT,Florida State,78,315,5.19,29.5,,100,7.71,4.54,241,0
Lavonte David,OLB,Nebraska,73,233,4.57,36.5,19,119,7.28,4.22,58,11
Austin Davis,QB,Southern Miss,74,219,4.69,31,,109,6.73,4.11,0,7
Demario Davis,OLB,Arkansas State,74,235,4.49,38.5,32,124,7.19,4.28,77,11
David DeCastro,OG,Stanford,77,316,5.32,29.5,34,98,7.3,4.56,24,9
Alfonzo Dennard,CB,Nebraska,70,204,4.48,37,,121,,,224,3
Taylor Dever,OT,Notre Dame,77,298,5.4,28,18,100,7.49,4.9,0,-1
Derek Dimke,K,Illinois,71,178,5.02,,,,,,0,-1
Drake Dunsmore,FB,Northwestern,74,241,4.63,35.5,21,117,6.73,4.03,233,0
Patrick Edwards,WR,Houston,69,172,4.57,,,,,,0,-1
Michael Egnew,TE,Missouri,77,252,4.52,36,21,131,7.03,4.32,78,3
Rhett Ellison,TE,USC,77,251,4.78,31.5,,109,,,128,8
Bradie Ewing,FB,Wisconsin,72,239,4.73,36.5,14,120,7.14,4.16,157,3
Loni Fangupo,DT,BYU,73,323,5.12,31.5,36,99,7.94,4.62,0,-1
Antonio Fenelus,CB,Wisconsin,68,190,4.57,32,20,109,6.8,4.2,0,-1
Coby Fleener,TE,Stanford,78,247,4.51,,27,,,,34,6
Darius Fleming,OLB,Notre Dame,74,245,4.71,33.5,27,114,7.03,4.28,165,4
Jamell Fleming,CB,Oklahoma,71,206,4.43,34,23,125,6.71,3.97,80,4
Michael Floyd,WR,Notre Dame,75,220,4.4,36.5,16,122,,,13,7
Nick Foles,QB,Arizona,77,243,5.14,30.5,,112,,,88,11
Marcus Forston,DT,Miami (FL),73,301,5.05,28,35,105,7.64,4.79,0,1
Justin Francis,DE,Rutgers,74,268,4.9,32,23,109,7.05,4.35,0,0
Terrence Frederick,CB,Texas A&M,70,187,4.44,35,16,121,6.59,4.03,246,1
Jeff Fuller,WR,Texas A&M,76,223,4.53,,17,,,,0,0
Chris Galippo,ILB,USC,73,241,4.73,29.5,19,107,6.9,4.1,0,-1
Terrance Ganaway,RB,Baylor,71,239,4.61,37.5,,119,7.15,4.25,202,0
Garth Gerhart,C,Arizona State,73,305,5.38,30.5,25,96,7.63,4.65,0,2
Adam Gettis,OG,Iowa,74,293,4.9,31.5,,112,7.99,4.65,141,6
Stephon Gilmore,CB,South Carolina,72,190,4.38,36,15,123,6.61,3.94,10,11
Chris Givens,WR,Wake Forest,71,198,4.35,33.5,19,118,6.97,4.23,96,4
Cordy Glenn,OT,Georgia,78,345,5.08,23.5,31,93,8.13,5,41,8
Najee Goode,ILB,West Virginia,72,244,4.55,35.5,,117,,,140,9
T.J. Graham,WR,North Carolina State,71,188,4.34,33.5,8,120,6.77,4.18,69,-1
Cyrus Gray,RB,Texas A&M,70,206,4.4,32.5,21,114,7.17,,182,3
Jonas Gray,RB,Notre Dame,70,223,4.58,,20,,,,0,2
Ladarius Green,TE,Louisiana-Lafayette,78,238,4.45,34.5,16,124,7.12,4.47,110,5
Robert Griffin,QB,Baylor,74,223,4.33,39,,120,,,2,0
Winston Guy,S,Kentucky,73,218,4.62,,,,,,181,4
Trevor Guyton,DE,California,75,285,5.01,31,,105,7.45,4.53,219,-1
Dominique Hamilton,DT,Missouri,77,313,5.45,,31,,7.82,4.78,0,1
Jewel Hampton,RB,Southern Illinois,69,218,4.56,,26,,,,0,-1
Darius Hanks,WR,Alabama,72,184,4.52,34,11,117,,,0,0
James Hanna,TE,Oklahoma,76,252,4.43,36,24,122,6.76,4.11,186,6
Cory Harkey,TE,UCLA,76,260,5.06,26.5,13,109,7.4,4.69,0,5
Chandler Harnish,QB,Northern Illinois,74,219,4.68,32.5,,112,6.78,4.15,253,1
Jacory Harris,QB,Miami (FL),75,203,4.65,37,,113,7.1,4.4,0,-1
Cliff Harris,CB,Oregon,71,175,4.61,36,14,118,6.79,4.19,0,-1
DaJohn Harris,DT,USC,75,306,4.97,,,,,,0,2
Josh Harris,LS,Auburn,73,252,4.82,,15,,,,0,11
Mike Harris,CB,Florida State,70,188,4.52,36,,117,6.81,4.07,176,3
Casey Hayward,CB,Vanderbilt,71,192,4.47,34,19,119,6.76,3.9,62,11
Junior Hemingway,WR,Michigan,73,225,4.48,35.5,21,124,6.59,3.98,238,2
Dan Herron,RB,Ohio State,70,213,4.57,35,22,117,6.97,4.04,191,3
Dont'a Hightower,ILB,Alabama,74,265,4.62,32,,,,,25,9
Stephen Hill,WR,Georgia Tech,76,215,4.36,39.5,14,133,6.88,4.48,43,3
Ronnie Hillman,RB,San Diego State,69,200,4.42,37,17,,,,67,5
T.Y. Hilton,WR,Florida International,69,183,4.34,,,,,,92,-1
Lamar Holmes,OT,Southern Miss,77,323,5.29,27,22,104,7.74,4.8,91,4
Jayron Hosley,CB,Virginia Tech,70,178,4.38,,11,,,,94,4
Jaye Howard,DT,Florida,75,301,4.78,27.5,24,106,7.32,4.47,114,5
Delano Howell,S,Stanford,71,210,4.61,33,21,120,6.97,4.15,0,3
John Hughes,DT,Cincinnati,74,309,5.32,,28,,,,87,6
Emil Igwenagu,FB,Massachusetts,73,249,4.7,34.5,19,121,7.32,4.4,0,2
Duke Ihenacho,S,San Jose State,72,213,4.67,35,20,122,6.78,4.22,0,4
George Iloka,S,Boise State,76,225,4.6,34.5,20,124,7.03,4.03,167,8
Melvin Ingram,OLB,South Carolina,73,264,4.69,34.5,28,109,6.83,4.18,18,11
Bruce Irvin,OLB,West Virginia,75,245,4.41,33.5,23,123,6.7,4.03,15,11
Janzen Jackson,S,McNeese State,71,188,4.6,36.5,9,125,6.9,4.15,0,-1
Asa Jackson,CB,Cal Poly,70,191,4.48,34.5,19,118,6.97,4.03,169,4
Jerrell Jackson,WR,Missouri,72,196,4.5,41,22,127,6.82,4.11,0,1
Malik Jackson,DE,Tennessee,77,284,4.85,28,25,105,7.38,4.41,137,10
LaMichael James,RB,Oregon,68,194,4.35,35,15,123,6.88,4.12,61,4
Jamaar Jarrett,DE,Arizona State,77,265,4.96,30,21,114,,4.34,0,-1
Jordan Jefferson,QB,LSU,76,223,4.58,36.5,14,116,6.81,4.06,0,-1
Alshon Jeffery,WR,South Carolina,75,216,4.48,,,,,,45,9
A.J. Jenkins,WR,Illinois,72,190,4.37,38.5,12,124,,,30,-1
Janoris Jenkins,CB,Florida,70,193,4.41,33.5,,121,6.95,4.13,39,11
Cam Johnson,DE,Virginia,75,268,4.75,35,,105,7.2,4.38,237,3
James-Michael Johnson,ILB,Nevada,73,241,4.6,37,23,124,7.34,4.37,120,4
Leonard Johnson,CB,Iowa State,70,196,4.62,32,15,120,6.96,4.15,0,7
Rishaw Johnson,OG,California (PA),75,313,5.12,31.5,22,108,7.87,4.53,0,2
Steven Johnson,OLB,Kansas,72,239,4.71,36,16,113,7.32,4.38,0,6
Trumaine Johnson,CB,Montana,74,204,4.5,35.5,19,122,7.2,4.15,65,9
Jeremy Jones,CB,Wayne State (MI),69,197,4.56,31.5,20,116,7.14,4.18,0,0
Ben Jones,C,Georgia,75,303,5.35,30.5,29,105,7.95,4.74,99,11
Chandler Jones,DE,Syracuse,77,266,4.77,35,22,120,7.07,4.38,21,11
Dwight Jones,WR,North Carolina,75,230,4.51,33,14,109,,,0,1
Marvin Jones,WR,California,74,199,4.46,33,22,112,6.81,4.11,166,11
Marcel Jones,OT,Nebraska,78,320,5.57,27.5,13,95,8.03,5.12,234,1
Coryell Judie,CB,Texas A&M,72,194,4.45,37,,126,7.33,4.25,0,-1
Josh Kaddu,OLB,Oregon,75,239,4.67,34,20,119,,,155,3
Matt Kalil,OT,USC,79,306,4.96,27,30,,7.33,4.65,4,7
Jermaine Kearse,WR,Washington,73,209,4.5,34,14,119,7.03,4.12,0,8
Case Keenum,QB,Houston,73,208,4.72,32.5,,103,,,0,10
Senio Kelemete,OG,Washington,76,307,5.39,25,21,101,7.77,4.58,151,9
Mychal Kendricks,ILB,California,71,239,4.44,39.5,24,127,,4.19,46,9
Dre Kirkpatrick,CB,Alabama,74,186,4.5,35,,120,,,17,10
Peter Konz,C,Wisconsin,77,314,5.16,,18,,,,55,3
Luke Kuechly,ILB,Boston Col.,75,242,4.58,38,27,123,6.92,4.12,9,8
Markus Kuhn,DT,North Carolina State,77,299,4.87,34.5,28,112,7.43,4.41,239,4
Ronald Leary,OG,Memphis,75,315,5.23,29,30,104,7.87,4.91,0,8
Josh LeRibeus,OG,SMU,75,312,5.31,26,29,96,7.64,4.65,71,6
Ronnell Lewis,OLB,Oklahoma,74,253,4.65,31,36,112,7.09,4.4,125,0
Travis Lewis,OLB,Oklahoma,73,246,4.83,36,22,122,,,223,4
Ryan Lindley,QB,San Diego State,76,229,4.86,29.5,,108,7.52,4.45,185,4
Brandon Lindsey,OLB,Pittsburgh,74,254,4.85,33,23,117,7.36,4.28,0,-1
Shawn Loiseau,ILB,Merrimack,72,244,4.74,32.5,19,109,,,0,1
Joe Looney,OG,Wake Forest,75,309,5.02,,26,,,,117,9
Andrew Luck,QB,Stanford,76,234,4.59,36,,124,6.8,4.28,1,7
D'Anton Lynn,CB,Penn State,72,206,4.71,31.5,17,111,,,0,-1
Terrell Manning,OLB,North Carolina State,74,237,4.71,32.5,22,114,7.18,4.43,163,3
Brandon Marshall,OLB,Nevada,73,242,4.72,30.5,28,108,7.05,4.09,142,13
Kyle Martens,P,Rice,77,226,4.92,,,,,,0,-1
Doug Martin,RB,Boise State,69,223,4.46,36,28,120,6.79,4.16,31,7
Jonathan Martin,OT,Stanford,77,312,5.27,,,,,,42,4
Keshawn Martin,WR,Michigan State,71,188,4.42,39.5,13,122,6.85,4.13,121,5
Markelle Martin,S,Oklahoma State,73,207,4.47,,19,,,,190,2
Mike Martin,DT,Michigan,73,306,4.8,33.5,36,113,7.19,4.25,82,4
Jonathan Massaquoi,OLB,Troy,74,264,4.81,33.5,20,120,7.38,4.53,164,3
Bobby Massie,OT,Mississippi,78,316,5.18,27.5,22,103,7.7,4.95,112,10
Rishard Matthews,WR,Nevada,72,217,4.54,36,20,,6.88,4.19,227,7
Marquis Maze,WR,Alabama,68,186,4.51,33.5,,112,,,0,-1
Matt McCants,OT,Ala-Birmingham,78,308,5.4,25.5,17,97,,,201,4
Antoine McClain,OG,Clemson,77,329,5.48,27,19,91,8.13,4.82,0,2
Shea McClellin,OLB,Boise State,75,260,4.62,31.5,19,118,7.07,4.33,19,6
Kelcie McCray,S,Arkansas State,74,202,4.48,30.5,12,122,7,4.29,0,5
Jerron McMillian,S,Maine,71,203,4.47,36.5,17,120,6.69,4.22,133,2
Marvin McNutt,WR,Iowa,75,216,4.48,37,,122,7.15,4.07,194,2
Caleb McSurdy,ILB,Montana,73,245,4.82,30,26,110,7.26,4.28,222,2
Vaughn Meatoga,DT,Hawaii,73,294,4.93,30,27,108,7.1,4.21,0,0
Davin Meggett,RB,Maryland,68,211,4.5,35,23,118,7.14,4.32,0,1
DeQuan Menzie,CB,Alabama,71,202,4.65,33,,116,,,146,0
Whitney Mercilus,DE,Illinois,76,261,4.68,32,27,118,7.17,4.53,26,10
Lamar Miller,RB,Miami (FL),71,212,4.34,33,,,,,97,9
Ryan Miller,OG,Colorado,79,321,5.16,28,32,100,7.72,4.78,160,2
Chase Minnifield,CB,Virginia,70,183,4.63,,7,,,,0,2
Charles Mitchell,S,Mississippi State,71,202,4.56,37,19,127,6.93,4.22,192,0
David Molk,C,Michigan,73,298,5.18,,41,,,,226,3
Rennie Moore,DT,Clemson,75,268,5,30.5,21,109,,4.53,0,-1
Kashif Moore,WR,Connecticut,69,180,4.36,43.5,19,126,6.82,4.05,0,1
Kellen Moore,QB,Boise State,72,197,4.82,27,,99,7.41,4.56,0,6
Alfred Morris,RB,Florida Atlantic,70,219,4.63,35.5,16,117,7.01,4.19,173,8
Brandon Mosley,OT,Auburn,78,314,5.14,27,30,103,7.43,4.78,131,4
Derek Moye,WR,Penn State,76,209,4.46,33.5,10,115,,4.23,0,2
Tyler Nielsen,OLB,Iowa,75,238,4.63,,21,,7.27,4.31,0,-1
Lucas Nix,OG,Pittsburgh,77,317,5.36,29.5,,102,7.81,4.9,0,2
Josh Norman,CB,Coastal Carolina,72,197,4.61,33,14,124,7.09,4.23,143,11
Brad Nortman,P,Wisconsin,74,213,4.78,,,,,,207,6
Josh Oglesby,OT,Virginia Tech,79,338,5.75,28.5,22,,,,0,-1
Kelechi Osemele,OT,Iowa State,77,333,5.22,26.5,32,104,7.91,4.87,60,9
Brock Osweiler,QB,Arizona State,79,242,4.83,,,,,,57,6
Chris Owusu,WR,Stanford,72,196,4.36,40.5,19,129,6.85,4.11,0,4
Eric Page,WR,Toledo,69,186,4.5,30,15,112,6.95,3.98,0,2
Donte Paige-Moss,DE,North Carolina,75,268,4.67,,26,,,,0,-1
David Paulson,TE,Oregon,75,246,4.79,32,21,110,7.18,4.4,240,3
Isaiah Pead,RB,Cincinnati,70,197,4.39,33,,116,6.95,4.32,50,4
Micah Pellerin,CB,Kansas State,72,194,4.52,33,14,116,,,0,2
Nick Perry,DE,USC,75,271,4.55,38.5,35,124,7.25,4.66,28,7
DeAngelo Peterson,TE,LSU,75,243,4.69,36,18,121,7.19,,0,0
Bernard Pierce,RB,Temple,72,218,4.45,36.5,17,123,7.07,4.28,84,4
Eddie Pleasant,S,Oregon,70,211,4.53,33.5,22,116,7.12,4.28,0,6
Dontari Poe,DT,Memphis,75,346,4.89,29.5,44,105,7.9,4.56,11,9
Chris Polk,RB,Washington,70,215,4.52,31.5,,111,7.13,4.21,0,4
Tauren Poole,RB,Tennessee,70,205,4.48,34,24,118,7.36,4.19,0,2
DeVier Posey,WR,Ohio State,74,211,4.39,36.5,14,123,7.03,4.15,68,3
Nate Potter,OT,Boise State,78,303,5.26,28.5,22,100,7.49,4.67,221,2
Tydreke Powell,DT,North Carolina,74,311,5.28,28.5,29,99,7.31,4.62,0,-1
Chaz Powell,CB,Penn State,72,203,4.42,33,17,121,6.84,4.16,0,1
Shawn Powell,P,Florida State,76,248,5.06,,,,,,0,2
Shaun Prater,CB,Iowa,70,190,4.5,,14,,,,156,4
DeAndre Presley,CB,Appalachian State,70,185,4.53,32,8,114,7.19,4.28,0,-1
Nick Provo,TE,Syracuse,75,237,4.76,,,,,,0,-1
Cyhl Quarles,S,Wake Forest,73,213,4.54,32.5,19,119,7.21,4.32,0,0
Brian Quick,WR,Appalachian State,75,220,4.5,34,15,119,7.1,4.23,33,7
Chris Rainey,RB,Florida,68,180,4.36,36.5,16,120,6.5,3.93,159,3
Kheeston Randall,DT,Texas,77,293,5,34,28,111,7.49,4.84,215,2
Rueben Randle,WR,LSU,75,210,4.55,31,15,121,6.99,4.36,63,4
Antwuan Reed,CB,Pittsburgh,70,188,4.58,36.5,14,124,,4.2,0,-1
Riley Reiff,OT,Iowa,78,313,5.16,26.5,23,98,7.87,4.75,23,11
Beau Reliford,TE,Florida State,77,256,4.84,,,,,,0,-1
Kendall Reyes,DT,Connecticut,76,299,4.82,34.5,36,113,7.43,4.53,49,5
Matt Reynolds,OT,BYU,76,302,5.27,,25,,,,0,1
Sean Richardson,S,Vanderbilt,74,216,4.43,38.5,22,128,7.01,4.44,0,4
Trent Richardson,RB,Alabama,69,228,4.48,,,,,,3,3
Travian Robertson,DT,South Carolina,76,302,5.12,26,30,102,,,249,3
Gerell Robinson,WR,Arizona State,75,227,4.54,35.5,,113,,4.15,0,1
Trenton Robinson,S,Michigan State,70,195,4.46,35,15,125,,4.15,0,4
Josh Robinson,CB,Central Florida,70,199,4.29,38.5,17,133,6.55,3.97,66,8
Keenan Robinson,ILB,Texas,75,242,4.72,35.5,27,120,,,119,6
James Rodgers,WR,Oregon State,67,184,4.61,37,19,115,,4.23,0,1
Evan Rodriguez,FB,Temple,73,239,4.53,36,18,119,6.94,4.28,111,-1
Brett Roy,DT,Nevada,75,275,5,30.5,32,108,7.31,4.62,0,-1
Zebrie Sanders,OT,Florida State,78,320,5.33,27,28,100,8.15,4.99,144,0
Mohamed Sanu,WR,Rutgers,73,211,4.62,36,19,126,6.88,4.22,83,10
Quentin Saulsberry,C,Mississippi State,74,304,5.28,22,26,90,8.19,4.99,0,0
Mitchell Schwartz,OT,California,77,318,5.38,26.5,23,89,7.86,4.87,37,9
Darrell Scott,RB,South Florida,72,231,4.68,31.5,,,,,0,-1
Coty Sensabaugh,CB,Clemson,71,189,4.33,37,15,122,6.6,4.06,115,8
Derrick Shelby,DE,Utah,75,266,4.87,35.5,26,116,7.09,4.5,0,7
Amini Silatolu,OG,Midwestern State,76,311,5.33,31.5,28,107,7.95,4.87,40,6
Harrison Smith,S,Notre Dame,74,213,4.54,34,19,122,6.63,4.12,29,11
Jacquies Smith,DE,Missouri,75,253,4.75,31.5,21,110,7.25,4.31,0,4
Scott Solomon,DE,Rice,75,262,4.88,35,34,124,7.17,4.25,211,4
Sean Spence,OLB,Miami (FL),71,231,4.66,33.5,12,119,7.46,4.28,86,6
Brian Stahovich,P,San Diego State,72,211,4.78,,,,,,0,-1
Ryan Steed,CB,Furman,70,195,4.64,34,12,121,6.94,4.22,0,0
Donald Stephenson,OT,Oklahoma,77,312,4.94,35.5,19,114,7.52,4.78,74,6
Devon Still,DT,Penn State,77,303,5.01,29.5,26,,,,53,4
Tommy Streeter,WR,Miami (FL),77,219,4.37,33,17,125,7.08,,198,1
Nathan Stupar,OLB,Penn State,74,241,4.65,31,21,116,6.84,4.28,230,-1
J.R. Sweezy,DT,North Carolina State,77,298,4.97,36,21,113,7.4,4.41,225,-1
Alameda Ta'amu,DT,Washington,74,348,5.3,26,35,103,,,109,3
Ryan Tannehill,QB,Texas A&M,76,221,4.65,,,,,,8,11
Brandon Taylor,S,LSU,71,209,4.52,33.5,,118,7.32,4.37,73,2
Dave Teggart,K,Connecticut,72,201,5.25,,,,,,0,-1
Darron Thomas,QB,Oregon,75,220,4.77,36,14,121,7.17,4.28,0,-1
Johnny Thomas,S,Oklahoma State,70,206,4.57,35.5,20,123,7.01,4.25,0,-1
Phillip Thomas,S,Syracuse,71,198,4.68,33,14,122,,,119,3
Brandon Thompson,DT,Clemson,74,314,5.2,31,35,100,7.97,4.71,93,5
Christian Thompson,S,South Carolina State,72,211,4.42,31.5,18,122,7.33,4.13,130,2
Andrew Tiller,OG,Syracuse,76,324,5.44,23,16,85,7.92,4.8,179,3
Nick Toon,WR,Wisconsin,74,215,4.49,37.5,18,,,,122,4
Danny Trevathan,OLB,Kentucky,72,237,4.84,31.5,18,111,,,188,10
Johnnie Troutman,OG,Penn State,76,325,5.52,27.5,31,,7.96,5,149,3
Christian Tupou,DT,USC,74,289,5.38,24,30,92,8.07,4.87,0,2
Robert Turbin,RB,Utah State,70,222,4.42,36,28,122,7.16,4.31,106,7
Marc Tyler,RB,USC,71,219,4.7,30.5,19,110,,,0,0
DeAngelo Tyson,DT,Georgia,74,315,5,,,,,,236,3
Courtney Upshaw,DE,Alabama,74,272,4.74,,22,,,,35,6
Olivier Vernon,DE,Miami (FL),74,261,4.73,34.5,31,122,7.39,4.5,72,9
Trevin Wade,CB,Arizona,70,192,4.52,34.5,18,116,6.87,4,245,5
Dustin Waldron,OT,Portland State,77,305,5.23,26,29,103,7.93,4.75,0,1
Blair Walsh,K,Georgia,69,187,4.96,,,,,,175,7
Brandon Washington,OG,Miami (FL),75,320,5.14,25,28,101,8.22,4.87,200,2
Rokevious Watkins,OG,South Carolina,76,338,5.29,27,,102,7.87,4.9,150,2
Brandon Weeden,QB,Oklahoma State,75,221,4.89,,,,,,22,7
Corey White,S,Samford,71,206,4.53,37.5,15,126,6.72,4.22,162,5
Jordan White,WR,West. Michigan,72,208,4.63,35,14,119,6.84,4.13,244,0
Tahir Whitehead,OLB,Temple,73,233,4.62,37,21,124,7.14,4.37,138,10
Fozzy Whittaker,RB,Texas,69,193,4.49,,20,,,,0,6
Carson Wiggs,K,Purdue,73,221,4.91,,,,,,0,-1
Kyle Wilber,OLB,Wake Forest,76,249,4.73,33.5,25,117,7.11,4.31,113,10
